PC_Test_ID,Batch_ID,Product,Production_Line,Test_Date,Month_Year,Analyst,pH_Value,pH_Min,pH_Max,pH_Result,Moisture_Pct,Moisture_Limit,Moisture_Result,Purity_Pct,Purity_Min,Purity_Result,Overall_Status
PHY-0702,BCH-2023-0702,Sweet Potato Chips,Line F,2025-02-22 00:00:00,Feb-2025,Suresh B.,5.68,4.5,6.5,PASS,1.79,3.5,PASS,92.4,92,PASS,PASS
PHY-0703,BCH-2023-0703,Masala Peanuts,Line A,2025-02-24 00:00:00,Feb-2025,Leena D.,5.04,4.5,6.5,PASS,2.68,3.5,PASS,94.8,92,PASS,PASS
PHY-0704,BCH-2023-0704,Tapioca Crisps,Line B,2025-03-01 00:00:00,Feb-2025,Sagar A.,4.69,4.5,6.5,PASS,3.21,3.5,PASS,92.5,92,PASS,PASS
PHY-0705,BCH-2023-0705,Jackfruit Chips,Line C,2025-03-02 00:00:00,Mar-2025,Priya S.,4.96,4.5,6.5,PASS,2.11,3.5,PASS,96.2,92,PASS,PASS
PHY-0706,BCH-2023-0706,Okra Chips,Line D,2025-03-03 00:00:00,Mar-2025,Anand M.,4.89,4.5,6.5,PASS,3.29,3.5,PASS,94.8,92,PASS,PASS
PHY-0707,BCH-2023-0707,Roasted Corn,Line E,2025-03-04 00:00:00,Mar-2025,Meena R.,6.18,4.5,6.5,PASS,2.92,3.5,PASS,98.1,92,PASS,PASS
PHY-0708,BCH-2023-0708,Chickpea Snacks,Line F,2025-03-05 00:00:00,Mar-2025,Karthik V.,5.37,4.5,6.5,PASS,3.21,3.5,PASS,97.9,92,PASS,PASS
PHY-0709,BCH-2023-0709,Banana Chips,Line A,2025-03-08 00:00:00,Mar-2025,Divya N.,5.7,4.5,6.5,PASS,1.21,3.5,PASS,97.8,92,PASS,PASS
PHY-0710,BCH-2023-0710,Sweet Potato Chips,Line B,2025-03-09 00:00:00,Mar-2025,Suresh B.,4.57,4.5,6.5,PASS,2.93,3.5,PASS,93.0,92,PASS,PASS
PHY-0711,BCH-2023-0711,Masala Peanuts,Line C,2025-03-10 00:00:00,Mar-2025,Leena D.,5.01,4.5,6.5,PASS,0.96,3.5,PASS,94.7,92,PASS,PASS
PHY-0712,BCH-2023-0712,Tapioca Crisps,Line D,2025-03-17 00:00:00,Mar-2025,Sagar A.,5.33,4.5,6.5,PASS,6.32,3.5,FAIL,95.0,92,PASS,FAIL
PHY-0713,BCH-2023-0713,Jackfruit Chips,Line E,2025-03-19 00:00:00,Mar-2025,Priya S.,4.82,4.5,6.5,PASS,2.27,3.5,PASS,97.5,92,PASS,PASS
PHY-0714,BCH-2023-0714,Okra Chips,Line F,2025-03-24 00:00:00,Mar-2025,Anand M.,6.25,4.5,6.5,PASS,4.13,3.5,FAIL,96.8,92,PASS,FAIL
PHY-0715,BCH-2023-0715,Roasted Corn,Line A,2025-03-25 00:00:00,Mar-2025,Meena R.,5.95,4.5,6.5,PASS,3.02,3.5,PASS,95.4,92,PASS,PASS
PHY-0716,BCH-2023-0716,Chickpea Snacks,Line B,2025-03-26 00:00:00,Mar-2025,Karthik V.,4.67,4.5,6.5,PASS,2.7,3.5,PASS,95.9,92,PASS,PASS
PHY-0717,BCH-2023-0717,Banana Chips,Line C,2025-03-27 00:00:00,Mar-2025,Divya N.,6.36,4.5,6.5,PASS,1.96,3.5,PASS,92.5,92,PASS,PASS
PHY-0718,BCH-2023-0718,Sweet Potato Chips,Line D,2025-03-28 00:00:00,Mar-2025,Suresh B.,5.33,4.5,6.5,PASS,1.38,3.5,PASS,97.6,92,PASS,PASS
PHY-0719,BCH-2023-0719,Masala Peanuts,Line E,2025-03-29 00:00:00,Mar-2025,Leena D.,4.82,4.5,6.5,PASS,2.44,3.5,PASS,97.0,92,PASS,PASS
PHY-0720,BCH-2023-0720,Tapioca Crisps,Line F,2025-03-30 00:00:00,Mar-2025,Sagar A.,5.56,4.5,6.5,PASS,1.08,3.5,PASS,93.6,92,PASS,PASS
PHY-0721,BCH-2023-0721,Jackfruit Chips,Line A,2025-03-31 00:00:00,Mar-2025,Priya S.,4.75,4.5,6.5,PASS,2.71,3.5,PASS,96.5,92,PASS,PASS
PHY-0722,BCH-2023-0722,Okra Chips,Line B,2025-04-01 00:00:00,Mar-2025,Anand M.,5.5,4.5,6.5,PASS,2.55,3.5,PASS,98.1,92,PASS,PASS
PHY-0723,BCH-2023-0723,Roasted Corn,Line C,2025-04-06 00:00:00,Apr-2025,Meena R.,5.05,4.5,6.5,PASS,2.95,3.5,PASS,93.5,92,PASS,PASS
PHY-0724,BCH-2023-0724,Chickpea Snacks,Line D,2025-04-07 00:00:00,Apr-2025,Karthik V.,5.52,4.5,6.5,PASS,2.17,3.5,PASS,97.4,92,PASS,PASS
PHY-0725,BCH-2023-0725,Banana Chips,Line E,2025-04-08 00:00:00,Apr-2025,Divya N.,6.2,4.5,6.5,PASS,1.49,3.5,PASS,94.6,92,PASS,PASS
PHY-0726,BCH-2023-0726,Sweet Potato Chips,Line F,2025-04-09 00:00:00,Apr-2025,Suresh B.,6.38,4.5,6.5,PASS,2.4,3.5,PASS,97.1,92,PASS,PASS
PHY-0727,BCH-2023-0727,Masala Peanuts,Line A,2025-04-10 00:00:00,Apr-2025,Leena D.,4.98,4.5,6.5,PASS,3.06,3.5,PASS,98.1,92,PASS,PASS
PHY-0728,BCH-2023-0728,Tapioca Crisps,Line B,2025-04-13 00:00:00,Apr-2025,Sagar A.,5.2,4.5,6.5,PASS,1.4,3.5,PASS,94.4,92,PASS,PASS
PHY-0729,BCH-2023-0729,Jackfruit Chips,Line C,2025-04-14 00:00:00,Apr-2025,Priya S.,5.35,4.5,6.5,PASS,1.61,3.5,PASS,98.8,92,PASS,PASS
PHY-0730,BCH-2023-0730,Okra Chips,Line D,2025-04-15 00:00:00,Apr-2025,Anand M.,4.96,4.5,6.5,PASS,1.75,3.5,PASS,92.9,92,PASS,PASS
PHY-0731,BCH-2023-0731,Roasted Corn,Line E,2025-04-16 00:00:00,Apr-2025,Meena R.,5.47,4.5,6.5,PASS,2.53,3.5,PASS,97.5,92,PASS,PASS
PHY-0732,BCH-2023-0732,Chickpea Snacks,Line F,2025-04-17 00:00:00,Apr-2025,Karthik V.,5.57,4.5,6.5,PASS,1.88,3.5,PASS,99.0,92,PASS,PASS
PHY-0733,BCH-2023-0733,Banana Chips,Line A,2025-04-18 00:00:00,Apr-2025,Divya N.,5.4,4.5,6.5,PASS,2.33,3.5,PASS,94.7,92,PASS,PASS
PHY-0734,BCH-2023-0734,Sweet Potato Chips,Line B,2025-04-20 00:00:00,Apr-2025,Suresh B.,5.21,4.5,6.5,PASS,1.25,3.5,PASS,97.7,92,PASS,PASS
PHY-0735,BCH-2023-0735,Masala Peanuts,Line C,2025-04-21 00:00:00,Apr-2025,Leena D.,5.23,4.5,6.5,PASS,2.04,3.5,PASS,96.9,92,PASS,PASS
PHY-0736,BCH-2023-0736,Tapioca Crisps,Line D,2025-04-22 00:00:00,Apr-2025,Sagar A.,4.69,4.5,6.5,PASS,4.88,3.5,FAIL,92.2,92,PASS,FAIL
PHY-0737,BCH-2023-0737,Jackfruit Chips,Line E,2025-04-24 00:00:00,Apr-2025,Priya S.,5.3,4.5,6.5,PASS,5.08,3.5,FAIL,95.4,92,PASS,FAIL
PHY-0738,BCH-2023-0738,Okra Chips,Line F,2025-04-27 00:00:00,Apr-2025,Anand M.,6.01,4.5,6.5,PASS,1.56,3.5,PASS,92.2,92,PASS,PASS
PHY-0739,BCH-2023-0739,Roasted Corn,Line A,2025-04-28 00:00:00,Apr-2025,Meena R.,4.63,4.5,6.5,PASS,1.62,3.5,PASS,92.2,92,PASS,PASS
PHY-0740,BCH-2023-0740,Chickpea Snacks,Line B,2025-04-30 00:00:00,Apr-2025,Karthik V.,6.33,4.5,6.5,PASS,1.71,3.5,PASS,96.3,92,PASS,PASS
PHY-0741,BCH-2023-0741,Banana Chips,Line C,2025-05-01 00:00:00,Apr-2025,Divya N.,5.78,4.5,6.5,PASS,1.37,3.5,PASS,96.5,92,PASS,PASS
PHY-0742,BCH-2023-0742,Sweet Potato Chips,Line D,2025-05-02 00:00:00,May-2025,Suresh B.,6.14,4.5,6.5,PASS,2.08,3.5,PASS,92.3,92,PASS,PASS
PHY-0743,BCH-2023-0743,Masala Peanuts,Line E,2025-05-03 00:00:00,May-2025,Leena D.,4.53,4.5,6.5,PASS,2.75,3.5,PASS,95.4,92,PASS,PASS
PHY-0744,BCH-2023-0744,Tapioca Crisps,Line F,2025-05-04 00:00:00,May-2025,Sagar A.,4.64,4.5,6.5,PASS,3.29,3.5,PASS,96.6,92,PASS,PASS
PHY-0745,BCH-2023-0745,Jackfruit Chips,Line A,2025-05-06 00:00:00,May-2025,Priya S.,5.04,4.5,6.5,PASS,1.58,3.5,PASS,97.4,92,PASS,PASS
PHY-0746,BCH-2023-0746,Okra Chips,Line B,2025-05-08 00:00:00,May-2025,Anand M.,4.57,4.5,6.5,PASS,1.18,3.5,PASS,94.5,92,PASS,PASS
PHY-0747,BCH-2023-0747,Roasted Corn,Line C,2025-05-13 00:00:00,May-2025,Meena R.,5.02,4.5,6.5,PASS,2.44,3.5,PASS,92.9,92,PASS,PASS
PHY-0748,BCH-2023-0748,Chickpea Snacks,Line D,2025-05-15 00:00:00,May-2025,Karthik V.,6.06,4.5,6.5,PASS,1.72,3.5,PASS,98.4,92,PASS,PASS
PHY-0749,BCH-2023-0749,Banana Chips,Line E,2025-05-16 00:00:00,May-2025,Divya N.,5.13,4.5,6.5,PASS,1.77,3.5,PASS,96.9,92,PASS,PASS
PHY-0750,BCH-2023-0750,Sweet Potato Chips,Line F,2025-05-17 00:00:00,May-2025,Suresh B.,4.73,4.5,6.5,PASS,3.11,3.5,PASS,95.0,92,PASS,PASS
PHY-0751,BCH-2023-0751,Masala Peanuts,Line A,2025-05-18 00:00:00,May-2025,Leena D.,4.95,4.5,6.5,PASS,1.24,3.5,PASS,93.0,92,PASS,PASS
PHY-0752,BCH-2023-0752,Tapioca Crisps,Line B,2025-05-23 00:00:00,May-2025,Sagar A.,5.13,4.5,6.5,PASS,1.74,3.5,PASS,98.1,92,PASS,PASS
PHY-0753,BCH-2023-0753,Jackfruit Chips,Line C,2025-05-24 00:00:00,May-2025,Priya S.,5.95,4.5,6.5,PASS,1.36,3.5,PASS,97.5,92,PASS,PASS
PHY-0754,BCH-2023-0754,Okra Chips,Line D,2025-05-25 00:00:00,May-2025,Anand M.,6.39,4.5,6.5,PASS,3.26,3.5,PASS,96.4,92,PASS,PASS
PHY-0755,BCH-2023-0755,Roasted Corn,Line E,2025-05-26 00:00:00,May-2025,Meena R.,5.34,4.5,6.5,PASS,1.31,3.5,PASS,96.1,92,PASS,PASS
PHY-0756,BCH-2023-0756,Chickpea Snacks,Line F,2025-05-27 00:00:00,May-2025,Karthik V.,5.99,4.5,6.5,PASS,1.21,3.5,PASS,94.9,92,PASS,PASS
PHY-0757,BCH-2023-0757,Banana Chips,Line A,2025-05-30 00:00:00,May-2025,Divya N.,5.14,4.5,6.5,PASS,2.61,3.5,PASS,94.4,92,PASS,PASS
PHY-0758,BCH-2023-0758,Sweet Potato Chips,Line B,2025-05-31 00:00:00,May-2025,Suresh B.,6.04,4.5,6.5,PASS,2.84,3.5,PASS,92.5,92,PASS,PASS
PHY-0759,BCH-2023-0759,Masala Peanuts,Line C,2025-06-01 00:00:00,May-2025,Leena D.,5.18,4.5,6.5,PASS,1.08,3.5,PASS,93.1,92,PASS,PASS
PHY-0760,BCH-2023-0760,Tapioca Crisps,Line D,2025-06-02 00:00:00,Jun-2025,Sagar A.,3.13,4.5,6.5,FAIL,2.64,3.5,PASS,95.7,92,PASS,FAIL
PHY-0761,BCH-2023-0761,Jackfruit Chips,Line E,2025-06-03 00:00:00,Jun-2025,Priya S.,5.98,4.5,6.5,PASS,1.86,3.5,PASS,86.7,92,FAIL,FAIL
PHY-0762,BCH-2023-0762,Okra Chips,Line F,2025-06-04 00:00:00,Jun-2025,Anand M.,5.26,4.5,6.5,PASS,3.18,3.5,PASS,96.1,92,PASS,PASS
PHY-0763,BCH-2023-0763,Roasted Corn,Line A,2025-06-05 00:00:00,Jun-2025,Meena R.,5.06,4.5,6.5,PASS,2.44,3.5,PASS,93.3,92,PASS,PASS
PHY-0764,BCH-2023-0764,Chickpea Snacks,Line B,2025-06-08 00:00:00,Jun-2025,Karthik V.,5.75,4.5,6.5,PASS,3.15,3.5,PASS,95.0,92,PASS,PASS
PHY-0765,BCH-2023-0765,Banana Chips,Line C,2025-06-10 00:00:00,Jun-2025,Divya N.,6.07,4.5,6.5,PASS,2.73,3.5,PASS,93.6,92,PASS,PASS
PHY-0766,BCH-2023-0766,Sweet Potato Chips,Line D,2025-06-12 00:00:00,Jun-2025,Suresh B.,4.87,4.5,6.5,PASS,1.62,3.5,PASS,97.4,92,PASS,PASS
PHY-0767,BCH-2023-0767,Masala Peanuts,Line E,2025-06-14 00:00:00,Jun-2025,Leena D.,5.39,4.5,6.5,PASS,1.97,3.5,PASS,94.6,92,PASS,PASS
PHY-0768,BCH-2023-0768,Tapioca Crisps,Line F,2025-06-15 00:00:00,Jun-2025,Sagar A.,6.02,4.5,6.5,PASS,1.81,3.5,PASS,97.1,92,PASS,PASS
PHY-0769,BCH-2023-0769,Jackfruit Chips,Line A,2025-06-17 00:00:00,Jun-2025,Priya S.,4.95,4.5,6.5,PASS,2.71,3.5,PASS,93.4,92,PASS,PASS
PHY-0770,BCH-2023-0770,Okra Chips,Line B,2025-06-18 00:00:00,Jun-2025,Anand M.,5.86,4.5,6.5,PASS,1.05,3.5,PASS,96.7,92,PASS,PASS
PHY-0771,BCH-2023-0771,Roasted Corn,Line C,2025-06-19 00:00:00,Jun-2025,Meena R.,5.41,4.5,6.5,PASS,1.27,3.5,PASS,95.1,92,PASS,PASS
PHY-0772,BCH-2023-0772,Chickpea Snacks,Line D,2025-06-20 00:00:00,Jun-2025,Karthik V.,3.0,4.5,6.5,FAIL,6.52,3.5,FAIL,97.6,92,PASS,FAIL
PHY-0773,BCH-2023-0773,Banana Chips,Line E,2025-06-23 00:00:00,Jun-2025,Divya N.,5.95,4.5,6.5,PASS,2.07,3.5,PASS,96.7,92,PASS,PASS
PHY-0774,BCH-2023-0774,Sweet Potato Chips,Line F,2025-06-26 00:00:00,Jun-2025,Suresh B.,6.08,4.5,6.5,PASS,1.48,3.5,PASS,93.8,92,PASS,PASS
PHY-0775,BCH-2023-0775,Masala Peanuts,Line A,2025-06-27 00:00:00,Jun-2025,Leena D.,4.75,4.5,6.5,PASS,1.55,3.5,PASS,92.4,92,PASS,PASS
PHY-0776,BCH-2023-0776,Tapioca Crisps,Line B,2025-07-04 00:00:00,Jul-2025,Sagar A.,5.9,4.5,6.5,PASS,1.82,3.5,PASS,95.7,92,PASS,PASS
PHY-0777,BCH-2023-0777,Jackfruit Chips,Line C,2025-07-05 00:00:00,Jul-2025,Priya S.,6.01,4.5,6.5,PASS,3.12,3.5,PASS,97.3,92,PASS,PASS
PHY-0778,BCH-2023-0778,Okra Chips,Line D,2025-07-07 00:00:00,Jul-2025,Anand M.,4.78,4.5,6.5,PASS,2.61,3.5,PASS,86.2,92,FAIL,FAIL
PHY-0779,BCH-2023-0779,Roasted Corn,Line E,2025-07-10 00:00:00,Jul-2025,Meena R.,5.7,4.5,6.5,PASS,1.83,3.5,PASS,97.4,92,PASS,PASS
PHY-0780,BCH-2023-0780,Chickpea Snacks,Line F,2025-07-11 00:00:00,Jul-2025,Karthik V.,6.03,4.5,6.5,PASS,2.77,3.5,PASS,96.3,92,PASS,PASS
PHY-0781,BCH-2023-0781,Banana Chips,Line A,2025-07-12 00:00:00,Jul-2025,Divya N.,4.51,4.5,6.5,PASS,2.65,3.5,PASS,97.3,92,PASS,PASS
PHY-0782,BCH-2023-0782,Sweet Potato Chips,Line B,2025-07-14 00:00:00,Jul-2025,Suresh B.,5.57,4.5,6.5,PASS,3.3,3.5,PASS,95.5,92,PASS,PASS
PHY-0783,BCH-2023-0783,Masala Peanuts,Line C,2025-07-16 00:00:00,Jul-2025,Leena D.,6.07,4.5,6.5,PASS,2.1,3.5,PASS,92.3,92,PASS,PASS
PHY-0784,BCH-2023-0784,Tapioca Crisps,Line D,2025-07-17 00:00:00,Jul-2025,Sagar A.,5.79,4.5,6.5,PASS,1.44,3.5,PASS,96.7,92,PASS,PASS
PHY-0785,BCH-2023-0785,Jackfruit Chips,Line E,2025-07-19 00:00:00,Jul-2025,Priya S.,6.14,4.5,6.5,PASS,3.37,3.5,PASS,95.5,92,PASS,PASS
PHY-0786,BCH-2023-0786,Okra Chips,Line F,2025-07-20 00:00:00,Jul-2025,Anand M.,6.26,4.5,6.5,PASS,1.56,3.5,PASS,94.9,92,PASS,PASS
PHY-0787,BCH-2023-0787,Roasted Corn,Line A,2025-07-23 00:00:00,Jul-2025,Meena R.,4.89,4.5,6.5,PASS,2.05,3.5,PASS,93.2,92,PASS,PASS
PHY-0788,BCH-2023-0788,Chickpea Snacks,Line B,2025-07-24 00:00:00,Jul-2025,Karthik V.,4.56,4.5,6.5,PASS,2.83,3.5,PASS,93.3,92,PASS,PASS
PHY-0789,BCH-2023-0789,Banana Chips,Line C,2025-07-25 00:00:00,Jul-2025,Divya N.,5.33,4.5,6.5,PASS,1.33,3.5,PASS,95.7,92,PASS,PASS
PHY-0790,BCH-2023-0790,Sweet Potato Chips,Line D,2025-07-26 00:00:00,Jul-2025,Suresh B.,3.2,4.5,6.5,FAIL,0.82,3.5,PASS,95.2,92,PASS,FAIL
PHY-0791,BCH-2023-0791,Masala Peanuts,Line E,2025-07-28 00:00:00,Jul-2025,Leena D.,3.68,4.5,6.5,FAIL,1.34,3.5,PASS,95.4,92,PASS,FAIL
PHY-0792,BCH-2023-0792,Tapioca Crisps,Line F,2025-07-29 00:00:00,Jul-2025,Sagar A.,5.26,4.5,6.5,PASS,1.03,3.5,PASS,97.4,92,PASS,PASS
PHY-0793,BCH-2023-0793,Jackfruit Chips,Line A,2025-08-01 00:00:00,Jul-2025,Priya S.,5.33,4.5,6.5,PASS,3.49,3.5,PASS,93.0,92,PASS,PASS
PHY-0794,BCH-2023-0794,Okra Chips,Line B,2025-08-02 00:00:00,Aug-2025,Anand M.,5.56,4.5,6.5,PASS,1.85,3.5,PASS,93.2,92,PASS,PASS
PHY-0795,BCH-2023-0795,Roasted Corn,Line C,2025-08-03 00:00:00,Aug-2025,Meena R.,5.07,4.5,6.5,PASS,3.28,3.5,PASS,97.3,92,PASS,PASS
PHY-0796,BCH-2023-0796,Chickpea Snacks,Line D,2025-08-04 00:00:00,Aug-2025,Karthik V.,6.36,4.5,6.5,PASS,1.61,3.5,PASS,95.8,92,PASS,PASS
PHY-0797,BCH-2023-0797,Banana Chips,Line E,2025-08-05 00:00:00,Aug-2025,Divya N.,5.53,4.5,6.5,PASS,1.85,3.5,PASS,96.0,92,PASS,PASS
PHY-0798,BCH-2023-0798,Sweet Potato Chips,Line F,2025-08-06 00:00:00,Aug-2025,Suresh B.,6.33,4.5,6.5,PASS,3.52,3.5,FAIL,96.4,92,PASS,FAIL
PHY-0799,BCH-2023-0799,Masala Peanuts,Line A,2025-08-11 00:00:00,Aug-2025,Leena D.,5.82,4.5,6.5,PASS,1.49,3.5,PASS,95.8,92,PASS,PASS
PHY-0800,BCH-2023-0800,Tapioca Crisps,Line B,2025-08-12 00:00:00,Aug-2025,Sagar A.,4.64,4.5,6.5,PASS,2.93,3.5,PASS,98.1,92,PASS,PASS
PHY-0801,BCH-2023-0801,Jackfruit Chips,Line C,2025-08-15 00:00:00,Aug-2025,Priya S.,5.4,4.5,6.5,PASS,1.81,3.5,PASS,95.2,92,PASS,PASS
PHY-0802,BCH-2023-0802,Okra Chips,Line D,2025-08-17 00:00:00,Aug-2025,Anand M.,4.81,4.5,6.5,PASS,3.34,3.5,PASS,98.2,92,PASS,PASS
PHY-0803,BCH-2023-0803,Roasted Corn,Line E,2025-08-19 00:00:00,Aug-2025,Meena R.,6.37,4.5,6.5,PASS,2.31,3.5,PASS,92.9,92,PASS,PASS
PHY-0804,BCH-2023-0804,Chickpea Snacks,Line F,2025-08-20 00:00:00,Aug-2025,Karthik V.,5.83,4.5,6.5,PASS,2.29,3.5,PASS,96.2,92,PASS,PASS
PHY-0805,BCH-2023-0805,Banana Chips,Line A,2025-08-22 00:00:00,Aug-2025,Divya N.,4.52,4.5,6.5,PASS,2.66,3.5,PASS,97.1,92,PASS,PASS
PHY-0806,BCH-2023-0806,Sweet Potato Chips,Line B,2025-08-23 00:00:00,Aug-2025,Suresh B.,5.31,4.5,6.5,PASS,2.45,3.5,PASS,93.6,92,PASS,PASS
PHY-0807,BCH-2023-0807,Masala Peanuts,Line C,2025-08-30 00:00:00,Aug-2025,Leena D.,5.01,4.5,6.5,PASS,2.37,3.5,PASS,94.9,92,PASS,PASS
PHY-0808,BCH-2023-0808,Tapioca Crisps,Line D,2025-08-31 00:00:00,Aug-2025,Sagar A.,5.07,4.5,6.5,PASS,2.06,3.5,PASS,95.1,92,PASS,PASS
PHY-0809,BCH-2023-0809,Jackfruit Chips,Line E,2025-09-01 00:00:00,Aug-2025,Priya S.,4.09,4.5,6.5,FAIL,5.66,3.5,FAIL,93.5,92,PASS,FAIL
PHY-0810,BCH-2023-0810,Okra Chips,Line F,2025-09-02 00:00:00,Sep-2025,Anand M.,5.2,4.5,6.5,PASS,1.24,3.5,PASS,93.5,92,PASS,PASS
PHY-0811,BCH-2023-0811,Roasted Corn,Line A,2025-09-03 00:00:00,Sep-2025,Meena R.,4.84,4.5,6.5,PASS,3.97,3.5,FAIL,97.4,92,PASS,FAIL
PHY-0812,BCH-2023-0812,Chickpea Snacks,Line B,2025-09-04 00:00:00,Sep-2025,Karthik V.,4.85,4.5,6.5,PASS,1.27,3.5,PASS,98.4,92,PASS,PASS
PHY-0813,BCH-2023-0813,Banana Chips,Line C,2025-09-06 00:00:00,Sep-2025,Divya N.,4.73,4.5,6.5,PASS,1.82,3.5,PASS,92.5,92,PASS,PASS
PHY-0814,BCH-2023-0814,Sweet Potato Chips,Line D,2025-09-08 00:00:00,Sep-2025,Suresh B.,5.51,4.5,6.5,PASS,1.2,3.5,PASS,97.2,92,PASS,PASS
PHY-0815,BCH-2023-0815,Masala Peanuts,Line E,2025-09-09 00:00:00,Sep-2025,Leena D.,5.06,4.5,6.5,PASS,3.35,3.5,PASS,93.5,92,PASS,PASS
PHY-0816,BCH-2023-0816,Tapioca Crisps,Line F,2025-09-11 00:00:00,Sep-2025,Sagar A.,4.81,4.5,6.5,PASS,2.68,3.5,PASS,93.2,92,PASS,PASS
PHY-0817,BCH-2023-0817,Jackfruit Chips,Line A,2025-09-13 00:00:00,Sep-2025,Priya S.,4.34,4.5,6.5,FAIL,1.5,3.5,PASS,94.3,92,PASS,FAIL
PHY-0818,BCH-2023-0818,Okra Chips,Line B,2025-09-15 00:00:00,Sep-2025,Anand M.,4.04,4.5,6.5,FAIL,6.59,3.5,FAIL,98.2,92,PASS,FAIL
PHY-0819,BCH-2023-0819,Roasted Corn,Line C,2025-09-16 00:00:00,Sep-2025,Meena R.,5.03,4.5,6.5,PASS,1.45,3.5,PASS,93.8,92,PASS,PASS
PHY-0820,BCH-2023-0820,Chickpea Snacks,Line D,2025-09-17 00:00:00,Sep-2025,Karthik V.,5.5,4.5,6.5,PASS,4.69,3.5,FAIL,93.1,92,PASS,FAIL
PHY-0821,BCH-2023-0821,Banana Chips,Line E,2025-09-18 00:00:00,Sep-2025,Divya N.,5.37,4.5,6.5,PASS,1.44,3.5,PASS,93.9,92,PASS,PASS
PHY-0822,BCH-2023-0822,Sweet Potato Chips,Line F,2025-09-20 00:00:00,Sep-2025,Suresh B.,5.02,4.5,6.5,PASS,3.36,3.5,PASS,95.6,92,PASS,PASS
PHY-0823,BCH-2023-0823,Masala Peanuts,Line A,2025-09-21 00:00:00,Sep-2025,Leena D.,4.75,4.5,6.5,PASS,2.89,3.5,PASS,99.1,92,PASS,PASS
PHY-0824,BCH-2023-0824,Tapioca Crisps,Line B,2025-09-22 00:00:00,Sep-2025,Sagar A.,5.78,4.5,6.5,PASS,2.02,3.5,PASS,95.8,92,PASS,PASS
PHY-0825,BCH-2023-0825,Jackfruit Chips,Line C,2025-09-23 00:00:00,Sep-2025,Priya S.,6.02,4.5,6.5,PASS,2.22,3.5,PASS,97.1,92,PASS,PASS
PHY-0826,BCH-2023-0826,Okra Chips,Line D,2025-09-24 00:00:00,Sep-2025,Anand M.,5.02,4.5,6.5,PASS,1.97,3.5,PASS,94.2,92,PASS,PASS
PHY-0827,BCH-2023-0827,Roasted Corn,Line E,2025-09-25 00:00:00,Sep-2025,Meena R.,3.23,4.5,6.5,FAIL,2.78,3.5,PASS,98.1,92,PASS,FAIL
PHY-0828,BCH-2023-0828,Chickpea Snacks,Line F,2025-09-26 00:00:00,Sep-2025,Karthik V.,4.6,4.5,6.5,PASS,1.2,3.5,PASS,92.8,92,PASS,PASS
PHY-0829,BCH-2023-0829,Banana Chips,Line A,2025-09-27 00:00:00,Sep-2025,Divya N.,5.38,4.5,6.5,PASS,2.96,3.5,PASS,98.9,92,PASS,PASS
PHY-0830,BCH-2023-0830,Sweet Potato Chips,Line B,2025-09-29 00:00:00,Sep-2025,Suresh B.,4.51,4.5,6.5,PASS,2.98,3.5,PASS,97.2,92,PASS,PASS
PHY-0831,BCH-2023-0831,Masala Peanuts,Line C,2025-10-01 00:00:00,Sep-2025,Leena D.,4.51,4.5,6.5,PASS,3.02,3.5,PASS,99.1,92,PASS,PASS
PHY-0832,BCH-2023-0832,Tapioca Crisps,Line D,2025-10-02 00:00:00,Oct-2025,Sagar A.,5.2,4.5,6.5,PASS,1.75,3.5,PASS,98.6,92,PASS,PASS
PHY-0833,BCH-2023-0833,Jackfruit Chips,Line E,2025-10-04 00:00:00,Oct-2025,Priya S.,4.74,4.5,6.5,PASS,2.04,3.5,PASS,94.3,92,PASS,PASS
PHY-0834,BCH-2023-0834,Okra Chips,Line F,2025-10-11 00:00:00,Oct-2025,Anand M.,6.17,4.5,6.5,PASS,1.57,3.5,PASS,95.3,92,PASS,PASS
PHY-0835,BCH-2023-0835,Roasted Corn,Line A,2025-10-13 00:00:00,Oct-2025,Meena R.,4.68,4.5,6.5,PASS,3.03,3.5,PASS,93.1,92,PASS,PASS
PHY-0836,BCH-2023-0836,Chickpea Snacks,Line B,2025-10-14 00:00:00,Oct-2025,Karthik V.,5.85,4.5,6.5,PASS,2.26,3.5,PASS,98.9,92,PASS,PASS
PHY-0837,BCH-2023-0837,Banana Chips,Line C,2025-10-16 00:00:00,Oct-2025,Divya N.,5.67,4.5,6.5,PASS,1.52,3.5,PASS,89.1,92,FAIL,FAIL
PHY-0838,BCH-2023-0838,Sweet Potato Chips,Line D,2025-10-18 00:00:00,Oct-2025,Suresh B.,5.53,4.5,6.5,PASS,1.46,3.5,PASS,92.6,92,PASS,PASS
PHY-0839,BCH-2023-0839,Masala Peanuts,Line E,2025-10-19 00:00:00,Oct-2025,Leena D.,3.29,4.5,6.5,FAIL,2.32,3.5,PASS,97.2,92,PASS,FAIL
PHY-0840,BCH-2023-0840,Tapioca Crisps,Line F,2025-10-26 00:00:00,Oct-2025,Sagar A.,5.3,4.5,6.5,PASS,1.15,3.5,PASS,98.7,92,PASS,PASS
PHY-0841,BCH-2024-0841,Jackfruit Chips,Line A,2025-10-27 00:00:00,Oct-2025,Priya S.,4.68,4.5,6.5,PASS,2.13,3.5,PASS,92.6,92,PASS,PASS
PHY-0842,BCH-2024-0842,Okra Chips,Line B,2025-10-28 00:00:00,Oct-2025,Anand M.,5.28,4.5,6.5,PASS,2.36,3.5,PASS,94.8,92,PASS,PASS
